split,image_path,label_path,class_id,class_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,detected_hand_count
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e2524e92-5e92-11ed-8e79-c894027f4afb_jpg.rf.c02060535c165afe7d8b7d2cde29bfba.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e2524e92-5e92-11ed-8e79-c894027f4afb_jpg.rf.c02060535c165afe7d8b7d2cde29bfba.txt,2,dog,102,211,245,352,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e25fa466-5e92-11ed-a32a-c894027f4afb_jpg.rf.11815820958437e7af6964e79e6044c7.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e25fa466-5e92-11ed-a32a-c894027f4afb_jpg.rf.11815820958437e7af6964e79e6044c7.txt,2,dog,99,213,245,349,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e2f5f272-5e92-11ed-aaeb-c894027f4afb_jpg.rf.d418cdd7419ae8c54d6dd0d1fd7b0d1d.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e2f5f272-5e92-11ed-aaeb-c894027f4afb_jpg.rf.d418cdd7419ae8c54d6dd0d1fd7b0d1d.txt,2,dog,99,215,246,344,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e310f0ae-5e92-11ed-ab18-c894027f4afb_jpg.rf.a7f4734c735bdf753486539772ca4b2f.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e310f0ae-5e92-11ed-ab18-c894027f4afb_jpg.rf.a7f4734c735bdf753486539772ca4b2f.txt,2,dog,100,215,246,343,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e31e5f8c-5e92-11ed-bdc0-c894027f4afb_jpg.rf.4d128dfb0fdd068f8e9f6e44dad0ee3f.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e31e5f8c-5e92-11ed-bdc0-c894027f4afb_jpg.rf.4d128dfb0fdd068f8e9f6e44dad0ee3f.txt,2,dog,101,214,248,343,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e32bd2ca-5e92-11ed-b273-c894027f4afb_jpg.rf.9cc7300f87023ff66706d4074270873a.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e32bd2ca-5e92-11ed-b273-c894027f4afb_jpg.rf.9cc7300f87023ff66706d4074270873a.txt,2,dog,102,215,247,344,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e33a6f4c-5e92-11ed-9620-c894027f4afb_jpg.rf.f52232f27df6bb4de23af7c80f8b5712.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e33a6f4c-5e92-11ed-9620-c894027f4afb_jpg.rf.f52232f27df6bb4de23af7c80f8b5712.txt,2,dog,102,214,248,343,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e34902aa-5e92-11ed-ade6-c894027f4afb_jpg.rf.5f968f08bc1ff84694748a758e3d9feb.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e34902aa-5e92-11ed-ade6-c894027f4afb_jpg.rf.5f968f08bc1ff84694748a758e3d9feb.txt,2,dog,103,213,247,342,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e356e852-5e92-11ed-9928-c894027f4afb_jpg.rf.7c61edce28dd0fbfad0d4fd13e51df89.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e356e852-5e92-11ed-9928-c894027f4afb_jpg.rf.7c61edce28dd0fbfad0d4fd13e51df89.txt,2,dog,104,212,249,340,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e37210dc-5e92-11ed-a0f6-c894027f4afb_jpg.rf.89abeff3c1bf5da34ab4419f06f16dee.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e37210dc-5e92-11ed-a0f6-c894027f4afb_jpg.rf.89abeff3c1bf5da34ab4419f06f16dee.txt,2,dog,104,212,249,339,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e37faf9e-5e92-11ed-b248-c894027f4afb_jpg.rf.98ff08864e63c16d7c13ac07824a096b.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e37faf9e-5e92-11ed-b248-c894027f4afb_jpg.rf.98ff08864e63c16d7c13ac07824a096b.txt,2,dog,104,210,249,338,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e38e1796-5e92-11ed-964c-c894027f4afb_jpg.rf.ec079f39526f2729395b4df84019b367.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e38e1796-5e92-11ed-964c-c894027f4afb_jpg.rf.ec079f39526f2729395b4df84019b367.txt,2,dog,104,209,250,336,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e39ab5b4-5e92-11ed-9282-c894027f4afb_jpg.rf.30397de4cc87c67bdf06c76ac6d65a04.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e39ab5b4-5e92-11ed-9282-c894027f4afb_jpg.rf.30397de4cc87c67bdf06c76ac6d65a04.txt,2,dog,105,208,250,336,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e3b6be62-5e92-11ed-a550-c894027f4afb_jpg.rf.5131900bed3f7f61d4b3aaf2228b1d5c.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e3b6be62-5e92-11ed-a550-c894027f4afb_jpg.rf.5131900bed3f7f61d4b3aaf2228b1d5c.txt,2,dog,105,208,251,331,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e3c5450e-5e92-11ed-a1e3-c894027f4afb_jpg.rf.990d8b75a1e88b2f30c46ff218f0f692.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e3c5450e-5e92-11ed-a1e3-c894027f4afb_jpg.rf.990d8b75a1e88b2f30c46ff218f0f692.txt,2,dog,106,207,253,326,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_e3d4176e-5e92-11ed-b9ca-c894027f4afb_jpg.rf.315b338f1ac976bb6b5daac8fe38af12.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_e3d4176e-5e92-11ed-b9ca-c894027f4afb_jpg.rf.315b338f1ac976bb6b5daac8fe38af12.txt,2,dog,106,205,253,332,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_ea7043b8-5e92-11ed-8287-c894027f4afb_jpg.rf.ce30162c21cc03db47c3575436310aea.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_ea7043b8-5e92-11ed-8287-c894027f4afb_jpg.rf.ce30162c21cc03db47c3575436310aea.txt,2,dog,37,199,219,295,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dog_f0def514-5e92-11ed-840e-c894027f4afb_jpg.rf.ec218958bf7fc27c62c03ada3af52067.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dog_f0def514-5e92-11ed-840e-c894027f4afb_jpg.rf.ec218958bf7fc27c62c03ada3af52067.txt,2,dog,68,127,226,265,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_4d64c804-5e93-11ed-b997-c894027f4afb_jpg.rf.f9c241d7b101ae27750e29232fd31d62.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_4d64c804-5e93-11ed-b997-c894027f4afb_jpg.rf.f9c241d7b101ae27750e29232fd31d62.txt,3,dragon,132,148,292,334,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_4d734bfe-5e93-11ed-8bd0-c894027f4afb_jpg.rf.f88faff3325508df951572b6b00511fc.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_4d734bfe-5e93-11ed-8bd0-c894027f4afb_jpg.rf.f88faff3325508df951572b6b00511fc.txt,3,dragon,132,146,292,332,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_4d82abb2-5e93-11ed-be52-c894027f4afb_jpg.rf.18b5ec8f018213ca65e0adc4e4595616.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_4d82abb2-5e93-11ed-be52-c894027f4afb_jpg.rf.18b5ec8f018213ca65e0adc4e4595616.txt,3,dragon,131,147,293,331,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_4dae27ba-5e93-11ed-81b3-c894027f4afb_jpg.rf.8ab7c9e46311125d0a6e7637617f1297.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_4dae27ba-5e93-11ed-81b3-c894027f4afb_jpg.rf.8ab7c9e46311125d0a6e7637617f1297.txt,3,dragon,134,150,293,347,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_4dcd3344-5e93-11ed-8930-c894027f4afb_jpg.rf.61aceec1103f8f5c1307b37bca165e2a.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_4dcd3344-5e93-11ed-8930-c894027f4afb_jpg.rf.61aceec1103f8f5c1307b37bca165e2a.txt,3,dragon,137,151,291,352,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_4ddbc422-5e93-11ed-bfce-c894027f4afb_jpg.rf.6c969f3d16f152f6fc15cc7fea53bc2e.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_4ddbc422-5e93-11ed-bfce-c894027f4afb_jpg.rf.6c969f3d16f152f6fc15cc7fea53bc2e.txt,3,dragon,137,152,290,355,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_5151e3a2-5e93-11ed-a869-c894027f4afb_jpg.rf.eceba65ad390ffad2e3afd5839771123.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_5151e3a2-5e93-11ed-a869-c894027f4afb_jpg.rf.eceba65ad390ffad2e3afd5839771123.txt,3,dragon,131,147,290,329,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_516eea74-5e93-11ed-b352-c894027f4afb_jpg.rf.29980b0952a8f0338d34fe521e7fd65b.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_516eea74-5e93-11ed-b352-c894027f4afb_jpg.rf.29980b0952a8f0338d34fe521e7fd65b.txt,3,dragon,130,151,288,349,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_517ce64c-5e93-11ed-8c40-c894027f4afb_jpg.rf.f566a16b39954a9622f0278fc3dbec5e.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_517ce64c-5e93-11ed-8c40-c894027f4afb_jpg.rf.f566a16b39954a9622f0278fc3dbec5e.txt,3,dragon,130,151,289,348,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_51c3edf8-5e93-11ed-8412-c894027f4afb_jpg.rf.9fd0dfcca96dcdea718c567745dc3471.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_51c3edf8-5e93-11ed-8412-c894027f4afb_jpg.rf.9fd0dfcca96dcdea718c567745dc3471.txt,3,dragon,123,168,296,355,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_51e030e4-5e93-11ed-89c0-c894027f4afb_jpg.rf.7d137b6cbd0d770a39503fe88b558dfd.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_51e030e4-5e93-11ed-89c0-c894027f4afb_jpg.rf.7d137b6cbd0d770a39503fe88b558dfd.txt,3,dragon,123,169,297,357,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_51fbd286-5e93-11ed-a22d-c894027f4afb_jpg.rf.34caa06891b00d005cd6797ac8539215.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_51fbd286-5e93-11ed-a22d-c894027f4afb_jpg.rf.34caa06891b00d005cd6797ac8539215.txt,3,dragon,123,168,300,363,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_520a56e4-5e93-11ed-b58f-c894027f4afb_jpg.rf.32085b2329f2f3c1c49c6a916399af99.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_520a56e4-5e93-11ed-b58f-c894027f4afb_jpg.rf.32085b2329f2f3c1c49c6a916399af99.txt,3,dragon,122,170,301,364,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_5218baea-5e93-11ed-a30d-c894027f4afb_jpg.rf.641123bde1755d392176a1fee09651e6.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_5218baea-5e93-11ed-a30d-c894027f4afb_jpg.rf.641123bde1755d392176a1fee09651e6.txt,3,dragon,123,167,301,363,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_52274b14-5e93-11ed-8977-c894027f4afb_jpg.rf.ba12869160919b50e817b6fb62d67ee6.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_52274b14-5e93-11ed-8977-c894027f4afb_jpg.rf.ba12869160919b50e817b6fb62d67ee6.txt,3,dragon,123,168,302,363,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_52439972-5e93-11ed-8b89-c894027f4afb_jpg.rf.c65f430584b04cede7b08bf58125217e.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_52439972-5e93-11ed-8b89-c894027f4afb_jpg.rf.c65f430584b04cede7b08bf58125217e.txt,3,dragon,123,158,296,355,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_52515c1a-5e93-11ed-9f4a-c894027f4afb_jpg.rf.c377f050003eb321e398826c52f1ac47.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_52515c1a-5e93-11ed-9f4a-c894027f4afb_jpg.rf.c377f050003eb321e398826c52f1ac47.txt,3,dragon,123,156,296,351,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_526d852a-5e93-11ed-a7ab-c894027f4afb_jpg.rf.44c9eaef6478eeba39edd4a1c2d56d78.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_526d852a-5e93-11ed-a7ab-c894027f4afb_jpg.rf.44c9eaef6478eeba39edd4a1c2d56d78.txt,3,dragon,127,146,288,349,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_528a8f08-5e93-11ed-8da5-c894027f4afb_jpg.rf.bb16b436a8473b614ee4e124f46a09ff.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_528a8f08-5e93-11ed-8da5-c894027f4afb_jpg.rf.bb16b436a8473b614ee4e124f46a09ff.txt,3,dragon,128,148,288,348,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_52992194-5e93-11ed-997c-c894027f4afb_jpg.rf.43a2dd5e5d9c9e4b5e585feeb3ff2d1e.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_52992194-5e93-11ed-997c-c894027f4afb_jpg.rf.43a2dd5e5d9c9e4b5e585feeb3ff2d1e.txt,3,dragon,128,148,286,349,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_52a6db0e-5e93-11ed-974d-c894027f4afb_jpg.rf.3fe6e88fa8487d184985d356d8be24cf.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_52a6db0e-5e93-11ed-974d-c894027f4afb_jpg.rf.3fe6e88fa8487d184985d356d8be24cf.txt,3,dragon,128,148,289,348,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_52b4da06-5e93-11ed-b814-c894027f4afb_jpg.rf.ae612c53aa0d86313e1a955cff9121f9.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_52b4da06-5e93-11ed-b814-c894027f4afb_jpg.rf.ae612c53aa0d86313e1a955cff9121f9.txt,3,dragon,127,147,289,350,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_52c2d278-5e93-11ed-89ad-c894027f4afb_jpg.rf.142543fa6341ae5b28ae997a4bf78f7f.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_52c2d278-5e93-11ed-89ad-c894027f4afb_jpg.rf.142543fa6341ae5b28ae997a4bf78f7f.txt,3,dragon,126,147,290,350,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_52d150e6-5e93-11ed-8502-c894027f4afb_jpg.rf.2ac1c47e05cf6c8d5b4bef37611cf278.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_52d150e6-5e93-11ed-8502-c894027f4afb_jpg.rf.2ac1c47e05cf6c8d5b4bef37611cf278.txt,3,dragon,129,148,287,351,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_52ef2d82-5e93-11ed-bc99-c894027f4afb_jpg.rf.ccfb537a5272e39f8a1ee192d5833a6d.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_52ef2d82-5e93-11ed-bc99-c894027f4afb_jpg.rf.ccfb537a5272e39f8a1ee192d5833a6d.txt,3,dragon,130,148,286,351,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_52fdc540-5e93-11ed-a791-c894027f4afb_jpg.rf.39598840cd05a1c3739d76b543367d8b.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_52fdc540-5e93-11ed-a791-c894027f4afb_jpg.rf.39598840cd05a1c3739d76b543367d8b.txt,3,dragon,133,146,285,350,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_5768939e-5e93-11ed-bc24-c894027f4afb_jpg.rf.76f9f5477d353142a6b5466eb23a7aa9.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_5768939e-5e93-11ed-bc24-c894027f4afb_jpg.rf.76f9f5477d353142a6b5466eb23a7aa9.txt,3,dragon,134,136,292,327,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_57771a2c-5e93-11ed-b2db-c894027f4afb_jpg.rf.6aae9532f8562b48c5dccaf0d6853ad0.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_57771a2c-5e93-11ed-b2db-c894027f4afb_jpg.rf.6aae9532f8562b48c5dccaf0d6853ad0.txt,3,dragon,135,136,292,328,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_5791df6a-5e93-11ed-aa7d-c894027f4afb_jpg.rf.01caf9106aa048585f296287281c0e96.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_5791df6a-5e93-11ed-aa7d-c894027f4afb_jpg.rf.01caf9106aa048585f296287281c0e96.txt,3,dragon,137,135,296,318,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_579fa820-5e93-11ed-8760-c894027f4afb_jpg.rf.d60efa2ca793748485ebecf30a1d3903.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_579fa820-5e93-11ed-8760-c894027f4afb_jpg.rf.d60efa2ca793748485ebecf30a1d3903.txt,3,dragon,137,138,293,304,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_57ad69e2-5e93-11ed-a16a-c894027f4afb_jpg.rf.e058304d818a07715729f6aab8099d29.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_57ad69e2-5e93-11ed-a16a-c894027f4afb_jpg.rf.e058304d818a07715729f6aab8099d29.txt,3,dragon,140,152,298,331,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_57bbfc00-5e93-11ed-9e38-c894027f4afb_jpg.rf.5a8a70fa4bf6e854c3a0eed9b6edfddc.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_57bbfc00-5e93-11ed-9e38-c894027f4afb_jpg.rf.5a8a70fa4bf6e854c3a0eed9b6edfddc.txt,3,dragon,143,155,297,347,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_57d8a774-5e93-11ed-a42d-c894027f4afb_jpg.rf.033d3ba33acead04e00bf8b7358912e1.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_57d8a774-5e93-11ed-a42d-c894027f4afb_jpg.rf.033d3ba33acead04e00bf8b7358912e1.txt,3,dragon,139,160,297,338,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_57e72ba0-5e93-11ed-9c33-c894027f4afb_jpg.rf.0913232171beb74800843919e77fab0a.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_57e72ba0-5e93-11ed-9c33-c894027f4afb_jpg.rf.0913232171beb74800843919e77fab0a.txt,3,dragon,140,158,296,339,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_5802c6da-5e93-11ed-a7b2-c894027f4afb_jpg.rf.d980b04ecb3aa72fdc9fb758799b53ec.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_5802c6da-5e93-11ed-a7b2-c894027f4afb_jpg.rf.d980b04ecb3aa72fdc9fb758799b53ec.txt,3,dragon,136,157,294,340,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_58108b12-5e93-11ed-8dc1-c894027f4afb_jpg.rf.b3f6ea75b4b57c5fa197fd082f0a1352.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_58108b12-5e93-11ed-8dc1-c894027f4afb_jpg.rf.b3f6ea75b4b57c5fa197fd082f0a1352.txt,3,dragon,133,158,291,341,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_582dc68c-5e93-11ed-8dc6-c894027f4afb_jpg.rf.472b54d0b0a07fb5aa69de064ab35c8e.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_582dc68c-5e93-11ed-8dc6-c894027f4afb_jpg.rf.472b54d0b0a07fb5aa69de064ab35c8e.txt,3,dragon,134,150,295,338,2
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_584a70d4-5e93-11ed-9313-c894027f4afb_jpg.rf.4e99e897c4052882ad9646ded7b17b95.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_584a70d4-5e93-11ed-9313-c894027f4afb_jpg.rf.4e99e897c4052882ad9646ded7b17b95.txt,3,dragon,134,142,293,340,1
train,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/images/dragon_5874afc0-5e93-11ed-a40d-c894027f4afb_jpg.rf.930c3b1d4934f10b6dcbcc3c3c9e7086.jpg,/Users/farrellhrs/Documents/CBL/CBL_1/hand_gesture_model/naruto-hand-sign-4/train/labels/dragon_5874afc0-5e93-11ed-a40d-c894027f4afb_jpg.rf.930c3b1d4934f10b6dcbcc3c3c9e7086.txt,3,dragon,134,135,293,338,1
